image	class0	class1	class2	class3	class4	class5	predicted_class
TFRecord	1.601369e-08	0.8348078	0.06529214	0.09989969	3.987363e-07	1.630395e-08	1
TFRecord	2.3458444e-08	0.6234298	0.30760005	0.06896952	6.3634735e-07	2.440702e-08	1
TFRecord	3.7098683e-08	0.046830032	0.38948292	0.5636861	7.896161e-07	3.8940538e-08	3
TFRecord	2.4503894e-08	0.05744085	0.6448506	0.29770774	7.358617e-07	2.5881173e-08	2
TFRecord	3.164902e-08	0.51346636	0.29588977	0.1906433	5.044582e-07	3.2427067e-08	1
TFRecord	3.957596e-08	0.045802694	0.34631076	0.60788566	7.724643e-07	4.167444e-08	3
TFRecord	3.647359e-08	0.08684763	0.36729303	0.5458587	5.693216e-07	3.7575013e-08	3
TFRecord	4.5883574e-08	0.23373538	0.31573963	0.45052433	6.4272353e-07	4.752282e-08	3
TFRecord	2.2050532e-08	0.026451347	0.74949664	0.22405154	4.3708445e-07	2.3212396e-08	2
TFRecord	4.5592657e-08	0.05563007	0.35576358	0.5886054	8.591177e-07	4.82691e-08	3
TFRecord	4.0426794e-08	0.065453514	0.39541095	0.53913456	8.619001e-07	4.2547015e-08	3
TFRecord	4.132408e-08	0.060641535	0.22755633	0.7118009	1.1889662e-06	4.399244e-08	3
TFRecord	3.3902523e-08	0.055832528	0.5850482	0.35911843	7.0006735e-07	3.488489e-08	2
TFRecord	3.2823426e-08	0.47662875	0.39461678	0.12875372	6.727961e-07	3.4376544e-08	1
TFRecord	2.7678324e-08	0.034416456	0.4824593	0.48312324	8.762374e-07	2.9455668e-08	3
TFRecord	3.065706e-08	0.64423555	0.28997305	0.0657904	9.088607e-07	3.2344566e-08	1
TFRecord	2.6768268e-08	0.040770758	0.6420246	0.31720415	5.23564e-07	2.731529e-08	2
TFRecord	3.6279268e-08	0.13428557	0.53221226	0.33350092	1.1375774e-06	3.8725812e-08	2
TFRecord	2.8561097e-08	0.06849724	0.702591	0.22891116	5.7160827e-07	3.0361115e-08	2
TFRecord	2.019533e-08	0.46283674	0.47960532	0.057557438	4.6920346e-07	2.1397469e-08	2
TFRecord	1.1357951e-08	0.9225747	0.04338637	0.034038506	4.1344734e-07	1.18282095e-08	1
TFRecord	3.6256257e-08	0.69562984	0.18356003	0.12080909	1.0656505e-06	3.780712e-08	1
TFRecord	3.993793e-08	0.065414526	0.30112255	0.63346183	9.4696486e-07	4.1979074e-08	3
TFRecord	3.2672332e-08	0.05372065	0.20391312	0.7423655	6.918794e-07	3.3993164e-08	3
TFRecord	2.7741219e-08	0.033116717	0.4860643	0.48081812	8.4968997e-07	2.9657716e-08	2
TFRecord	7.761969e-07	0.44484112	0.13836482	0.4167833	9.266577e-06	7.803199e-07	1
TFRecord	2.5123845e-07	0.33958042	0.4474844	0.21293153	3.211693e-06	2.544255e-07	2
TFRecord	2.1485027e-07	0.25911865	0.47023717	0.27064085	2.7831452e-06	2.278511e-07	2
TFRecord	6.817193e-07	0.27963772	0.14376085	0.57658976	1.0351041e-05	6.9966916e-07	3
TFRecord	3.67307e-07	0.14973141	0.5739748	0.2762887	4.3549976e-06	3.7355267e-07	2
TFRecord	4.3050358e-07	0.32475516	0.3878568	0.28738216	4.9548034e-06	4.3838702e-07	2
TFRecord	3.829331e-07	0.10124319	0.48333994	0.41541207	4.19017e-06	3.8673824e-07	2
TFRecord	2.3851533e-07	0.12979709	0.41555476	0.45464516	2.5147558e-06	2.5253266e-07	3
TFRecord	5.36911e-07	0.18205008	0.26756898	0.55037314	6.6741154e-06	5.453577e-07	3
TFRecord	3.9240376e-07	0.32502106	0.40096158	0.2740119	4.7224516e-06	4.0076077e-07	2
TFRecord	1.0052469e-07	0.2516509	0.5298591	0.21848874	1.0347289e-06	1.08037476e-07	2
TFRecord	4.6404023e-07	0.14488447	0.40372646	0.45138332	4.884698e-06	4.652629e-07	3
TFRecord	3.5941963e-07	0.14483468	0.4034043	0.45175627	4.0737623e-06	3.632224e-07	3
TFRecord	6.302664e-07	0.11313924	0.5532616	0.33359325	4.7347585e-06	6.249044e-07	2
TFRecord	7.5024894e-07	0.14574616	0.44170788	0.41253886	5.5897813e-06	7.447002e-07	2
TFRecord	2.9929245e-07	0.11988725	0.3301619	0.5499464	3.828113e-06	3.0371586e-07	3
TFRecord	2.3750269e-07	0.14745559	0.17160408	0.6809368	3.1111324e-06	2.456024e-07	3
TFRecord	4.4022107e-07	0.23222671	0.36658323	0.40118578	3.300748e-06	4.4973407e-07	3
TFRecord	3.4345862e-07	0.06359073	0.27122366	0.6651812	3.715418e-06	3.4675438e-07	3
TFRecord	2.3450318e-07	0.15407439	0.28751016	0.5584128	2.1378664e-06	2.4463574e-07	3
TFRecord	4.346024e-07	0.065498374	0.2651134	0.6693826	4.8165352e-06	4.3637166e-07	3
TFRecord	3.0930204e-07	0.29132533	0.37454334	0.3341275	3.2335208e-06	3.225315e-07	2
TFRecord	3.8767553e-07	0.024946904	0.30485967	0.6701878	4.90829e-06	3.9074368e-07	3
TFRecord	3.9091833e-07	0.21974266	0.13804549	0.64220786	3.1453358e-06	3.971236e-07	3
TFRecord	5.05791e-07	0.10555106	0.0983859	0.79605424	7.789841e-06	5.182518e-07	3
TFRecord	1.3178165e-07	0.36885118	0.1675893	0.46355793	1.2930778e-06	1.3814444e-07	3
TFRecord	4.4504986e-07	0.18987884	0.23847276	0.57164353	3.977547e-06	4.5034324e-07	3
TFRecord	3.3149874e-07	0.22892568	0.35939732	0.411673	3.366438e-06	3.4364658e-07	3
TFRecord	2.740484e-07	0.060095005	0.24238342	0.6975173	3.703604e-06	2.7974792e-07	3
TFRecord	1.5493113e-07	0.09052365	0.3268494	0.582624	2.6081448e-06	1.6390416e-07	3
TFRecord	4.1416044e-07	0.055264656	0.09801272	0.84671766	4.1195863e-06	4.2102286e-07	3
TFRecord	2.522777e-07	0.2884682	0.26624084	0.44528797	2.5316717e-06	2.6436257e-07	3
TFRecord	4.3974563e-07	0.25244972	0.26905262	0.4784871	9.678538e-06	4.593414e-07	3
TFRecord	3.292668e-07	0.27299094	0.23668958	0.4903153	3.477696e-06	3.3971142e-07	3
TFRecord	1.9560106e-07	0.06574193	0.19188306	0.74237245	2.1960027e-06	2.035734e-07	3
TFRecord	4.2112765e-07	0.08208304	0.11820408	0.7997082	3.7839263e-06	4.2724002e-07	3
TFRecord	1.9164001e-07	0.08372961	0.27811787	0.6381487	3.3506021e-06	2.0018133e-07	3
TFRecord	1.3378097e-07	0.3789576	0.17821899	0.4428218	1.3314922e-06	1.4212878e-07	3
TFRecord	3.5902295e-07	0.040090527	0.1034474	0.8564575	3.7399814e-06	3.659372e-07	3
TFRecord	3.049787e-07	0.07926563	0.21623673	0.70449305	3.9489255e-06	3.1007815e-07	3
TFRecord	1.5050938e-07	0.054134578	0.35905007	0.58681244	2.588952e-06	1.5693603e-07	3
TFRecord	4.284541e-07	0.15183905	0.22716671	0.6209898	3.5693797e-06	4.3006781e-07	3
TFRecord	1.9573571e-07	0.4178572	0.21231368	0.3698269	1.7963217e-06	2.0678857e-07	1
TFRecord	2.073865e-07	0.3277369	0.23909459	0.43316618	1.8310883e-06	2.1809538e-07	3
TFRecord	3.6898712e-07	0.1718249	0.44871426	0.37945628	3.781088e-06	3.8093683e-07	2
TFRecord	1.4172292e-07	0.09740081	0.16986257	0.732735	1.3460653e-06	1.4777312e-07	3
TFRecord	1.9227693e-07	0.29265338	0.18771748	0.5196268	1.9236468e-06	2.0055701e-07	3
TFRecord	2.977247e-07	0.06092035	0.2953225	0.6437531	3.4900133e-06	3.0452992e-07	3
TFRecord	2.6163607e-07	0.38347125	0.12706067	0.48946398	3.610542e-06	2.760596e-07	3
TFRecord	4.0929146e-07	0.07108928	0.08314977	0.8457538	6.3098782e-06	4.2566683e-07	3
TFRecord	3.0035855e-07	0.24260712	0.14966981	0.60771984	2.5835068e-06	3.063022e-07	3
TFRecord	1.8970155e-07	0.31109262	0.18897626	0.4999287	2.0111859e-06	1.9870107e-07	3
TFRecord	2.5247442e-07	0.03753856	0.17861007	0.783848	2.9226899e-06	2.5727533e-07	3
TFRecord	1.8596505e-07	0.22383526	0.21752067	0.55864197	1.757579e-06	1.9558104e-07	3
TFRecord	1.0921022e-07	0.3740139	0.21451548	0.41146904	1.3483715e-06	1.1599143e-07	3
TFRecord	1.667206e-07	0.13645703	0.1861437	0.6773973	1.58978e-06	1.7380731e-07	3
TFRecord	4.0105655e-07	0.1940596	0.21159387	0.5943427	3.0281033e-06	4.0866027e-07	3
TFRecord	2.8028086e-07	0.24908632	0.31069925	0.44021058	3.2354271e-06	2.9188823e-07	3
TFRecord	3.0467186e-07	0.09106554	0.32329232	0.5856379	3.6490276e-06	3.096622e-07	3
TFRecord	2.3927973e-07	0.023285212	0.22245312	0.75425786	3.2105834e-06	2.467877e-07	3
TFRecord	2.3832177e-07	0.21372405	0.30079693	0.4854755	3.0997899e-06	2.482663e-07	3
TFRecord	2.1638292e-07	0.12524569	0.47281	0.4019408	3.1267627e-06	2.2390493e-07	2
TFRecord	2.0461222e-07	0.12701647	0.20470224	0.66827774	2.9877633e-06	2.1563964e-07	3
TFRecord	3.4948383e-07	0.3686888	0.19610758	0.43519658	6.301724e-06	3.698403e-07	3
TFRecord	4.182189e-07	0.13468593	0.24369498	0.6216119	6.3930397e-06	4.3120784e-07	3
TFRecord	2.7253043e-07	0.35459712	0.27124944	0.37415025	2.6574662e-06	2.8746928e-07	3
TFRecord	3.0342318e-07	0.29927757	0.25490355	0.44581532	2.9323828e-06	3.1848006e-07	3
TFRecord	4.3209235e-07	0.2673238	0.29131937	0.44135192	4.112151e-06	4.432005e-07	3
TFRecord	4.7642624e-07	0.29792172	0.42560375	0.27646866	4.8833763e-06	5.005868e-07	2
TFRecord	7.6899875e-07	0.20777747	0.4837492	0.30846512	6.5956765e-06	7.8521504e-07	2
TFRecord	7.391445e-07	0.08641838	0.37618446	0.53738904	6.5919644e-06	7.404236e-07	3
TFRecord	4.2755923e-07	0.3409569	0.41969484	0.2393408	6.6437024e-06	4.417629e-07	2
TFRecord	2.3700709e-07	0.094428934	0.40484318	0.5007236	3.8886587e-06	2.5022626e-07	3
TFRecord	4.3773295e-07	0.06325778	0.29282618	0.6439096	5.5476944e-06	4.4971378e-07	3
TFRecord	2.5207788e-07	0.21458593	0.3534464	0.4319643	2.7609258e-06	2.719331e-07	3
TFRecord	3.2978818e-07	0.29808536	0.41909063	0.28281805	5.3398944e-06	3.4778867e-07	2
TFRecord	1.0960266e-07	0.24458745	0.34851164	0.4068992	1.447885e-06	1.2021873e-07	3
TFRecord	2.689623e-07	0.2462646	0.5770179	0.17671166	5.2770133e-06	2.8664792e-07	2
TFRecord	1.6818122e-07	0.26261812	0.4265002	0.31087935	1.9810382e-06	1.8355144e-07	2
TFRecord	3.0545337e-07	0.11053689	0.64357066	0.24588715	4.5970564e-06	3.1813266e-07	2
TFRecord	7.5232185e-07	0.1205389	0.31803185	0.56142116	6.59472e-06	7.779951e-07	3
TFRecord	3.2948938e-07	0.25082687	0.3897842	0.35938475	3.5410274e-06	3.5829473e-07	2
TFRecord	1.8191533e-07	0.26404983	0.44853872	0.28740868	2.3106402e-06	1.983791e-07	2
TFRecord	1.2454403e-07	0.19564264	0.4016266	0.4027289	1.7471949e-06	1.3599352e-07	3
TFRecord	6.5849804e-07	0.13969246	0.22282323	0.63747245	1.0538481e-05	6.983239e-07	3
TFRecord	2.3203695e-07	0.21463677	0.46148747	0.32387236	3.012233e-06	2.552781e-07	2
TFRecord	6.786986e-07	0.09550392	0.3482415	0.55624634	6.8276286e-06	7.125348e-07	3
TFRecord	3.2338974e-07	0.17629705	0.6452108	0.178487	4.44637e-06	3.548187e-07	2
TFRecord	3.5522183e-07	0.33040422	0.4230253	0.24656488	4.7044196e-06	3.845005e-07	2
TFRecord	3.0340544e-07	0.03494543	0.59379447	0.37125412	5.2768128e-06	3.1993568e-07	2
TFRecord	4.1017765e-07	0.06456858	0.57770514	0.3577185	6.9011708e-06	4.335737e-07	2
TFRecord	2.2364944e-07	0.2844031	0.51907754	0.19651519	3.6885392e-06	2.3599118e-07	2
TFRecord	2.308205e-07	0.26631755	0.58970714	0.14397107	3.7645182e-06	2.425888e-07	2
TFRecord	6.36765e-07	0.27065626	0.43362403	0.29571223	6.1943606e-06	6.704855e-07	2
TFRecord	3.352828e-07	0.18054962	0.55568826	0.26375613	5.3664185e-06	3.50119e-07	2
TFRecord	4.944411e-10	0.00011435004	0.9996797	0.00020594298	2.2314554e-08	5.246279e-10	2
TFRecord	1.7009719e-09	0.014768321	0.9851146	0.000117008654	1.0128597e-07	1.7947451e-09	2
TFRecord	7.646954e-09	0.012750245	0.98567146	0.0015779858	2.5909e-07	7.535812e-09	2
TFRecord	5.59037e-10	0.00023582524	0.99966466	9.947468e-05	3.2907902e-08	6.030237e-10	2
TFRecord	1.3716869e-09	0.0069818012	0.99296016	5.7911777e-05	9.259257e-08	1.4392412e-09	2
TFRecord	1.0146674e-09	0.00089909823	0.9989372	0.0001637008	4.7647347e-08	1.0890173e-09	2
TFRecord	4.8424416e-09	0.0137132285	0.98548144	0.00080521323	1.5929572e-07	4.943133e-09	2
TFRecord	1.2606285e-09	0.00094776513	0.9988753	0.00017679155	6.0070064e-08	1.3296872e-09	2
TFRecord	2.2409148e-10	0.00030717463	0.99967456	1.8285413e-05	1.4554222e-08	2.4713429e-10	2
TFRecord	9.5428575e-11	1.1149686e-05	0.99987054	0.00011822863	5.9193366e-09	1.0622197e-10	2
TFRecord	9.234392e-11	1.1191304e-05	0.999956	3.277399e-05	5.9009713e-09	1.0321572e-10	2
TFRecord	2.6010655e-10	0.00041707364	0.9995741	8.877139e-06	2.6612376e-08	2.8534333e-10	2
TFRecord	2.2010578e-10	0.0005353208	0.9994593	5.325243e-06	2.4218867e-08	2.4347743e-10	2
TFRecord	1.0651143e-10	1.4245829e-05	0.999933	5.268512e-05	6.453293e-09	1.1776727e-10	2
TFRecord	3.1556626e-09	0.0043324833	0.9952798	0.00038750077	2.1288092e-07	3.3545753e-09	2
TFRecord	8.041045e-10	0.0003057482	0.999569	0.00012526	5.413449e-08	8.5507224e-10	2
TFRecord	1.7418912e-09	0.0069877054	0.99287343	0.00013868677	9.100926e-08	1.8829627e-09	2
TFRecord	3.0119442e-09	0.0063974136	0.9932724	0.00032988994	1.868524e-07	3.2321459e-09	2
TFRecord	1.2345615e-09	0.0031099233	0.99675936	0.00013055094	7.022609e-08	1.3406305e-09	2
TFRecord	6.8068697e-11	1.8226548e-05	0.9999769	4.9453856e-06	7.931012e-09	7.8535706e-11	2
TFRecord	1.3953376e-09	0.0035428072	0.9963709	8.6198525e-05	7.27641e-08	1.4893121e-09	2
TFRecord	1.6939423e-09	0.0022840057	0.99756324	0.00015272055	1.1399673e-07	1.801226e-09	2
TFRecord	1.2108234e-09	0.0008725845	0.99899167	0.00013560666	9.077762e-08	1.2799363e-09	2
TFRecord	1.5075279e-10	0.0004250127	0.9995685	6.4852597e-06	1.5556624e-08	1.6772264e-10	2
TFRecord	3.7171902e-10	0.00494757	0.99504954	2.8130903e-06	5.4879283e-08	4.1691425e-10	2
TFRecord	1.2690184e-09	0.0028554897	0.99707603	6.834489e-05	9.312742e-08	1.334677e-09	2
TFRecord	7.679926e-10	0.015843865	0.9841499	6.2026143e-06	9.949403e-08	8.507976e-10	2
TFRecord	3.6524642e-10	0.0061840536	0.9938135	2.4149351e-06	5.6010087e-08	4.106928e-10	2
TFRecord	1.5247444e-10	0.0012581563	0.99873894	2.8401698e-06	1.6909558e-08	1.6910219e-10	2
TFRecord	1.5388634e-09	0.02134628	0.9785817	7.190851e-05	6.58375e-08	1.6166201e-09	2
TFRecord	2.0708169e-10	0.0023607924	0.9976387	5.1651676e-07	3.7232926e-08	2.3278114e-10	2
TFRecord	9.832659e-11	0.00016199076	0.99983394	4.08678e-06	9.9001145e-09	1.1136465e-10	2
TFRecord	1.5830461e-09	0.0066187177	0.99333245	4.8626545e-05	1.12300285e-07	1.6698148e-09	2
TFRecord	9.101795e-11	0.00020470316	0.9997943	1.0113247e-06	1.3399714e-08	1.0442607e-10	2
TFRecord	1.487509e-09	0.008526954	0.9914323	4.0652067e-05	8.395711e-08	1.5723518e-09	2
TFRecord	7.3182926e-10	0.009296093	0.9906777	2.6213718e-05	4.5028216e-08	7.886067e-10	2
TFRecord	1.8307477e-09	0.0119198775	0.98804086	3.9214647e-05	1.297291e-07	1.9429716e-09	2
TFRecord	1.4494319e-09	0.0044451244	0.9955226	3.2214426e-05	1.3791971e-07	1.5301872e-09	2
TFRecord	7.3295266e-11	7.5799464e-05	0.9999198	4.4691305e-06	6.5209877e-09	8.358266e-11	2
TFRecord	2.564508e-10	0.0027997994	0.9971994	8.9121505e-07	4.0501774e-08	2.8734554e-10	2
TFRecord	1.7249064e-09	0.026960578	0.9729561	8.3107436e-05	7.4290746e-08	1.8218088e-09	2
TFRecord	1.7184671e-09	0.021234645	0.9787225	4.2735934e-05	1.0680234e-07	1.8405015e-09	2
TFRecord	2.7239658e-10	0.0038577525	0.99613523	7.0605474e-06	2.93449e-08	3.023177e-10	2
TFRecord	5.3811875e-11	5.3084772e-05	0.9999465	4.738716e-07	6.2221086e-09	6.285908e-11	2
TFRecord	1.193688e-09	0.0042326925	0.9957526	1.4593774e-05	1.3958169e-07	1.262557e-09	2
TFRecord	1.3294007e-09	0.021259869	0.9787148	2.5249785e-05	9.184205e-08	1.4323616e-09	2
TFRecord	9.670178e-10	0.004752407	0.99519485	5.2581396e-05	1.08934294e-07	1.0318639e-09	2
TFRecord	2.116519e-09	0.010856124	0.9891139	2.9723118e-05	2.621078e-07	2.2454507e-09	2
TFRecord	1.2177551e-09	0.0031319645	0.99680066	6.731298e-05	8.69276e-08	1.2993929e-09	2
TFRecord	1.6860753e-09	0.04192026	0.9580515	2.813643e-05	1.1334715e-07	1.8145411e-09	2
TFRecord	9.426765e-10	0.006240825	0.99373794	2.1090673e-05	6.767057e-08	1.0067484e-09	2
TFRecord	1.1169077e-09	0.005648478	0.99434316	8.147568e-06	1.9465179e-07	1.18536e-09	2
TFRecord	1.2726438e-09	0.018930659	0.9810332	3.601565e-05	7.3391135e-08	1.3513544e-09	2
TFRecord	1.1225656e-09	0.041457694	0.95848763	5.467342e-05	6.10683e-08	1.1930746e-09	2
TFRecord	5.933372e-11	0.00012491138	0.9998746	4.4921418e-07	7.873817e-09	6.889924e-11	2
TFRecord	2.1056244e-10	0.0073767705	0.99262273	4.9628073e-07	3.957557e-08	2.4091518e-10	2
TFRecord	1.2691227e-10	0.0008419965	0.9991574	5.598455e-07	1.4840676e-08	1.4673246e-10	2
TFRecord	8.9140906e-10	0.020551626	0.9793956	5.280722e-05	5.8125867e-08	9.446346e-10	2
TFRecord	2.0450427e-10	0.0026426613	0.9973563	1.1273925e-06	2.0330468e-08	2.2600105e-10	2
TFRecord	9.5204795e-11	0.00016220388	0.9998307	6.9907705e-06	8.4373735e-09	1.0710413e-10	2
TFRecord	1.3890598e-09	0.0065801325	0.993397	2.2717306e-05	1.2494382e-07	1.4470601e-09	2
TFRecord	8.6122864e-10	0.015752992	0.9842322	1.4815237e-05	5.4523934e-08	9.0333313e-10	2
TFRecord	2.1707267e-10	0.004932342	0.9950653	2.3629266e-06	2.6495165e-08	2.3623314e-10	2
TFRecord	9.79236e-10	0.031275388	0.9687148	9.726958e-06	7.756338e-08	1.0350015e-09	2
TFRecord	1.4592357e-09	0.021166328	0.9788205	1.3049233e-05	1.5154576e-07	1.5000219e-09	2
TFRecord	1.4264773e-09	0.14270805	0.85728514	6.7603373e-06	1.4223653e-07	1.450484e-09	2
TFRecord	8.584592e-11	0.000392205	0.9996069	9.116699e-07	8.9628776e-09	9.5368845e-11	2
TFRecord	5.4779303e-10	0.08292226	0.917077	6.85527e-07	1.0604763e-07	5.921745e-10	2
TFRecord	7.4541634e-10	0.056458943	0.94353265	8.310924e-06	6.3278534e-08	7.649528e-10	2
TFRecord	1.1912138e-10	0.0011827125	0.9988159	1.4871257e-06	1.4467385e-08	1.3166535e-10	2
TFRecord	2.1715932e-10	0.010820874	0.9891788	4.1140706e-07	4.2044718e-08	2.3246662e-10	2
TFRecord	9.799084e-10	0.11432543	0.8856608	1.3713084e-05	8.592508e-08	9.945046e-10	2
TFRecord	1.6231121e-09	0.05745574	0.9425303	1.3689199e-05	2.3329365e-07	1.6450161e-09	2
TFRecord	1.1499725e-09	0.37586993	0.6241216	8.3144805e-06	1.3833242e-07	1.1950594e-09	2
TFRecord	1.8441153e-10	0.013304829	0.98669356	1.610222e-06	3.1497674e-08	1.9778584e-10	2
TFRecord	1.5357667e-09	0.019366853	0.9806126	2.0338759e-05	2.4782983e-07	1.5656031e-09	2
TFRecord	1.4750928e-09	0.058687016	0.94130373	8.949605e-06	1.847249e-07	1.4881941e-09	2
TFRecord	1.5033964e-09	0.050850645	0.94913995	9.067251e-06	2.909725e-07	1.5171656e-09	2
TFRecord	1.4429187e-10	0.006770028	0.9932296	3.3906204e-07	3.1778793e-08	1.5876103e-10	2
TFRecord	9.471225e-11	0.0034067235	0.9965932	1.7728743e-07	2.2464908e-08	1.04333625e-10	2
TFRecord	4.3716437e-11	0.0002342077	0.99976474	1.0765474e-06	5.640266e-09	4.9541746e-11	2
TFRecord	1.5287425e-10	0.00775075	0.9922489	3.2830633e-07	2.612009e-08	1.6553564e-10	2
TFRecord	2.4108587e-10	0.014388432	0.98561096	5.7554956e-07	4.184651e-08	2.5738753e-10	2
TFRecord	1.9611224e-10	0.017629389	0.98237026	3.5660275e-07	5.0120438e-08	2.192226e-10	2
TFRecord	1.4578856e-09	0.06721972	0.93276453	1.5553236e-05	2.1438096e-07	1.5049532e-09	2
TFRecord	1.5295364e-10	0.006534717	0.993465	2.0373427e-07	3.351425e-08	1.6811043e-10	2
TFRecord	1.3376292e-10	0.005560012	0.99443924	6.975526e-07	2.0329121e-08	1.4561956e-10	2
TFRecord	8.769451e-10	0.10131462	0.8986466	3.866173e-05	6.8903745e-08	9.0270014e-10	2
TFRecord	7.4699413e-10	0.0140816225	0.9859071	1.1115521e-05	1.041425e-07	7.6827283e-10	2
TFRecord	4.27861e-11	0.00021540804	0.99978405	5.743559e-07	5.8969865e-09	4.870118e-11	2
TFRecord	5.795073e-10	0.03767009	0.9623234	6.4190535e-06	5.6435002e-08	6.0314187e-10	2
TFRecord	6.851535e-10	0.0068994947	0.9930901	1.02910635e-05	1.1009923e-07	7.0650774e-10	2
TFRecord	1.0219727e-09	0.020073421	0.9798967	2.9625566e-05	1.6659455e-07	1.058704e-09	2
TFRecord	8.9538527e-10	0.031984556	0.96796584	4.9532242e-05	8.935641e-08	9.284325e-10	2
TFRecord	7.945004e-10	0.096689746	0.9033045	5.6106305e-06	9.769289e-08	8.25792e-10	2
TFRecord	1.4574376e-11	0.0045027956	0.99549663	5.7157615e-07	1.102347e-08	1.6702466e-11	2
TFRecord	1.1814006e-11	0.0027838764	0.9972155	5.467292e-07	9.384691e-09	1.3642182e-11	2
TFRecord	6.958084e-12	0.0010718541	0.998928	1.2688876e-07	5.2460076e-09	8.091063e-12	2
TFRecord	1.016897e-11	0.062366605	0.93763334	5.3731327e-08	9.957018e-09	1.1746009e-11	2
TFRecord	2.0306667e-10	0.046166785	0.9538273	5.8507894e-06	8.8668905e-08	2.2613705e-10	2
TFRecord	1.8450188e-11	0.0015813105	0.99841785	8.2877574e-07	1.7572107e-08	2.2632477e-11	2
TFRecord	1.8472743e-10	0.26845065	0.7315473	2.0253851e-06	9.9802236e-08	2.0056294e-10	2
TFRecord	7.645404e-12	0.05773384	0.9422661	1.8518579e-08	7.302435e-09	8.741223e-12	2
TFRecord	5.959851e-11	0.14189073	0.8581083	9.575443e-07	6.388743e-08	6.482783e-11	2
TFRecord	2.3245054e-10	0.10681261	0.89317787	9.338518e-06	1.1040695e-07	2.6083674e-10	2
TFRecord	1.576371e-11	0.0008159001	0.99918336	7.4454726e-07	1.6109235e-08	1.9378674e-11	2
TFRecord	8.850248e-12	0.0018089117	0.9981908	2.8231912e-07	5.4753526e-09	1.0724949e-11	2
TFRecord	3.0520666e-11	0.03469908	0.9653006	3.2480006e-07	2.0502755e-08	3.32201e-11	2
TFRecord	8.415063e-12	0.0008521578	0.99914753	2.527363e-07	6.191446e-09	1.0183626e-11	2
TFRecord	9.567441e-12	0.00081335084	0.99918634	4.03511e-07	8.908396e-09	1.1971316e-11	2
TFRecord	2.5765839e-11	0.020029781	0.97997004	2.067887e-07	1.8280053e-08	2.8320485e-11	2
TFRecord	4.298089e-12	0.023771219	0.9762288	2.2126232e-08	6.070334e-09	5.1156076e-12	2
TFRecord	7.8286766e-11	0.093365856	0.9066326	1.3548081e-06	6.624053e-08	8.6086374e-11	2
TFRecord	7.8286766e-11	0.093365856	0.9066326	1.3548081e-06	6.624053e-08	8.6086374e-11	2
TFRecord	5.7903825e-12	0.13440558	0.86559445	1.9850946e-08	8.234814e-09	6.7585473e-12	2
TFRecord	9.595273e-12	0.0020152815	0.9979845	1.145512e-07	1.2883334e-08	1.1174873e-11	2
TFRecord	5.250656e-11	0.0059446585	0.9940545	8.1508864e-07	5.0610755e-08	6.189546e-11	2
TFRecord	1.3230052e-11	0.0027157415	0.9972842	1.6529951e-07	1.569756e-08	1.5213095e-11	2
TFRecord	6.775653e-11	0.12447376	0.87552387	2.1569238e-06	8.228883e-08	7.434193e-11	2
TFRecord	1.8111145e-10	0.10256771	0.89742666	5.4596712e-06	9.864092e-08	2.0256379e-10	2
TFRecord	4.36085e-11	0.09639269	0.90360665	6.268854e-07	3.985393e-08	4.7542158e-11	2
TFRecord	3.3949444e-11	0.004176455	0.99582314	3.7978887e-07	3.7580385e-08	4.0455386e-11	2
TFRecord	2.489752e-10	0.17660642	0.8233865	6.911917e-06	2.1358287e-07	2.7886665e-10	2
TFRecord	9.6077514e-11	0.070645094	0.92935336	1.4250809e-06	7.960137e-08	1.0870411e-10	2
TFRecord	3.1438657e-11	0.069795474	0.93020445	1.4177071e-07	3.1404664e-08	3.4060726e-11	2
TFRecord	4.166098e-12	0.0005421609	0.9994578	9.090697e-08	4.066625e-09	5.0405366e-12	2
TFRecord	4.2643875e-12	0.00044364913	0.99955624	6.31675e-08	5.39291e-09	5.10539e-12	2
TFRecord	2.7724541e-11	0.00928213	0.9907177	1.5289731e-07	2.395467e-08	3.1257632e-11	2
TFRecord	2.5685702e-11	0.017664721	0.98233503	1.9059618e-07	1.8296403e-08	2.7819996e-11	2
TFRecord	7.635524e-12	0.0009761302	0.9990237	1.9209239e-07	8.6878975e-09	9.509417e-12	2
TFRecord	2.3393065e-11	0.0071222037	0.99287766	1.03000254e-07	2.4282192e-08	2.6841416e-11	2
TFRecord	4.300905e-12	0.0746168	0.9253832	1.23194805e-08	7.3117024e-09	4.99084e-12	2
TFRecord	4.300905e-12	0.0746168	0.9253832	1.23194805e-08	7.3117024e-09	4.99084e-12	2
TFRecord	1.2540755e-10	0.036017857	0.9639803	1.7375371e-06	1.0630476e-07	1.4259574e-10	2
TFRecord	2.6950064e-10	0.2253132	0.77467936	7.2022253e-06	1.8333228e-07	2.9861003e-10	2
TFRecord	4.750571e-12	0.0008678685	0.9991321	3.18917e-08	7.83649e-09	5.57742e-12	2
TFRecord	5.980287e-11	0.02650415	0.97349554	3.3698234e-07	4.213856e-08	6.5405195e-11	2
TFRecord	1.4536412e-10	0.1345215	0.86547726	1.1388466e-06	1.3096042e-07	1.6137612e-10	2
TFRecord	3.9793533e-12	0.02774418	0.9722559	4.331888e-09	7.079553e-09	4.561185e-12	2
TFRecord	4.5877614e-11	0.010727475	0.98927224	1.7775736e-07	6.877749e-08	5.3327683e-11	2
